Datetime,Open,High,Low,Close,Volume
2025-08-27,3397.0,3404.60009765625,3382.0,3404.60009765625,3222
2025-08-28,3409.0,3434.60009765625,3400.0,3431.800048828125,1035
2025-08-29,3432.5,3475.60009765625,3426.60009765625,3473.699951171875,0
2025-09-02,3485.699951171875,3559.199951171875,3485.699951171875,3549.39990234375,658
2025-09-03,3554.800048828125,3593.699951171875,3553.199951171875,3593.199951171875,72
2025-09-04,3549.89990234375,3573.60009765625,3549.89990234375,3565.800048828125,237
2025-09-05,3567.800048828125,3613.199951171875,3567.800048828125,3613.199951171875,925
2025-09-08,3594.5,3641.0,3590.0,3638.10009765625,97
2025-09-09,3647.10009765625,3670.39990234375,3627.800048828125,3643.300048828125,535
2025-09-10,3625.0,3655.39990234375,3620.800048828125,3643.60009765625,136
2025-09-11,3632.89990234375,3636.89990234375,3618.39990234375,3636.89990234375,307
2025-09-12,3655.5,3656.800048828125,3643.0,3649.39990234375,1300
2025-09-15,3640.0,3686.39990234375,3635.10009765625,3682.199951171875,210
2025-09-16,3681.39990234375,3698.60009765625,3681.39990234375,3688.89990234375,373
2025-09-17,3669.0,3685.199951171875,3661.60009765625,3681.800048828125,183
2025-09-18,3654.60009765625,3667.39990234375,3637.0,3643.699951171875,80
2025-09-19,3659.0,3685.89990234375,3658.199951171875,3671.5,211
2025-09-22,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410
2025-09-23,3747.0,3786.0,3740.0,3780.60009765625,627
2025-09-24,3769.800048828125,3772.5,3732.10009765625,3732.10009765625,588
2025-09-25,3742.800048828125,3756.0,3724.699951171875,3736.89990234375,1899
2025-09-26,3775.300048828125,3775.300048828125,3775.300048828125,3775.300048828125,19308
2025-09-29,3754.800048828125,3827.60009765625,3754.800048828125,3820.89990234375,8860
2025-09-30,3827.5,3865.5,3793.39990234375,3840.800048828125,1611
2025-10-01,3863.5,3891.89990234375,3853.300048828125,3867.5,1778
2025-10-02,3856.199951171875,3888.60009765625,3823.699951171875,3839.699951171875,3418
2025-10-03,3855.199951171875,3886.800048828125,3853.699951171875,3880.800048828125,392
2025-10-06,3931.300048828125,3960.0,3926.800048828125,3948.5,1267
2025-10-07,3959.39990234375,3981.5,3940.0,3976.60009765625,2903
2025-10-08,3987.199951171875,4049.199951171875,3987.199951171875,4043.300048828125,2179
2025-10-09,4011.199951171875,4046.199951171875,3940.0,3946.300048828125,3130
2025-10-10,3957.0,4012.0,3945.5,3975.89990234375,1697
2025-10-13,4016.0,4111.0,4016.0,4108.60009765625,1697
2025-10-14,4131.7001953125,4160.10009765625,4085.800048828125,4138.7001953125,2424
2025-10-15,4145.0,4210.60009765625,4145.0,4176.89990234375,3287
2025-10-16,4198.7998046875,4307.0,4196.60009765625,4280.2001953125,4705
2025-10-17,4354.7001953125,4358.0,4182.2001953125,4189.89990234375,4060
2025-10-20,4244.10009765625,4356.60009765625,4214.60009765625,4336.39990234375,1750
2025-10-21,4332.7001953125,4332.7001953125,4087.699951171875,4087.699951171875,2943
2025-10-22,4109.7001953125,4148.5,4006.0,4044.39990234375,1237
2025-10-23,4078.39990234375,4136.7998046875,4070.699951171875,4125.5,354
2025-10-24,4117.5,4120.60009765625,4074.89990234375,4118.39990234375,123
2025-10-27,4060.0,4078.60009765625,3971.300048828125,4001.89990234375,220
2025-10-28,3929.699951171875,3966.199951171875,3923.60009765625,3966.199951171875,219
2025-10-29,3983.699951171875,3983.699951171875,3983.699951171875,3983.699951171875,1344
2025-10-30,3960.0,4027.199951171875,3913.699951171875,4001.300048828125,935
2025-10-31,4034.5,4034.5,3976.60009765625,3982.199951171875,559
2025-11-03,3976.199951171875,4020.0,3959.0,4000.300048828125,0
2025-11-04,3994.199951171875,3995.39990234375,3927.39990234375,3947.699951171875,657
2025-11-05,3929.89990234375,3983.5,3929.89990234375,3980.300048828125,559
2025-11-06,4004.0,4007.5,3979.89990234375,3979.89990234375,650
2025-11-07,3980.800048828125,3999.39990234375,3980.800048828125,3999.39990234375,245
2025-11-10,4060.0,4111.7998046875,4060.0,4111.7998046875,189
2025-11-11,4140.10009765625,4140.10009765625,4106.7998046875,4106.7998046875,569
2025-11-12,4115.60009765625,4204.39990234375,4102.89990234375,4204.39990234375,396
2025-11-13,4228.7001953125,4228.7001953125,4163.7001953125,4186.89990234375,167
2025-11-14,4197.7001953125,4197.89990234375,4047.0,4087.60009765625,483
2025-11-17,4070.0,4099.5,4019.39990234375,4068.300048828125,1552
2025-11-18,4037.39990234375,4063.39990234375,4035.60009765625,4061.300048828125,1375
2025-11-19,4086.10009765625,4122.7001953125,4072.0,4077.699951171875,486
2025-11-20,4045.0,4090.39990234375,4040.199951171875,4056.5,202
2025-11-21,4031.800048828125,4085.199951171875,4031.800048828125,4076.699951171875,171
2025-11-24,4060.5,4091.89990234375,4060.5,4091.89990234375,171
2025-11-27,4163.39990234375,4164.0,4140.0,4184.60009765625,23284
